"Research.ResearchSubfield.ResearchLookup","Research.ResearchSubfield.ResearchName","Research.ResearchSubfield.note","internal_taxon_id"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3185"
"1.3","Life History and Ecology","Espécie classificada como criticamente ameaçada, porém com pouca ou nenhuma informação sobre sua distribuição, ecologia e história de vida","sp3185"
"1.4","Harvest, Use and Livelihoods","Espécie classificada como criticamente ameaçada, porém sem nenhuma informação sobre usos, colheita e seu papel para a subsistência de populações locais","sp3185"
"1.5","Threats","Espécie classificada como criticamente ameaçada, porém sem nenhuma informação específica sobre as ameaças à manutenção a longo prazo de suas populações na natureza","sp3185"
"2.1","Species Action/Recovery Plan","Estabelecer um Plano de Ação em escala nacional para recuperar as populações da espécie","sp3185"
"3.2","Harvest level Trends","Espécie com histórico de exploração na Mata Atlântica. Apesar das estimativas do tamanho populacional da espécie estarem disponíveis (baseadas em perda de área florestal), pouco se conhece sobre a intensidade da exploração histórica e de seu impacto no tamanho populacional efetivo da espécie ao longo do tempo. Estudos populacionais mais refinados são necessários para melhor estimar qual a real situação das populacões ao longo da área de distribuição da espécie","sp3187"
"3.1","Population Trends","Espécie com estimativas ou indícios de tamanho populacional pequeno e em declínio ou com tamanho populacionais muito pequenos. Estudos populacionais mais refinados são necessários para melhor estimar qual é o real tamanho populacional da espécie ao longo da sua área de distribuição","sp3216"
"3.2","Harvest level Trends","Espécie com histórico de exploração na Mata Atlântica. Apesar das estimativas do tamanho populacional da espécie estarem disponíveis (baseadas em perda de área florestal), pouco se conhece sobre a intensidade da exploração histórica e de seu impacto no tamanho populacional efetivo da espécie ao longo do tempo. Estudos populacionais mais refinados são necessários para melhor estimar qual a real situação das populacões ao longo da área de distribuição da espécie","sp3221"
"3.2","Harvest level Trends","Espécie com histórico de exploração na Mata Atlântica. Apesar das estimativas do tamanho populacional da espécie estarem disponíveis (baseadas em perda de área florestal), pouco se conhece sobre a intensidade da exploração histórica e de seu impacto no tamanho populacional efetivo da espécie ao longo do tempo. Estudos populacionais mais refinados são necessários para melhor estimar qual a real situação das populacões ao longo da área de distribuição da espécie","sp3224"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3226"
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza","sp3233"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3233"
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza","sp3235"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3235"
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza","sp3251"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3251"
"1.1","Taxonomy","Espécie conhecida apenas para a localidade onde o espécimen tipo foi coletado e/ou que não tenha sido re-coletado nos últimos 50 anos. Pode se tratar de uma sinônimo de outra espécie que não tenha recebido o tratamento taxonômico necessário. Caso contrário, pode se tratar de uma espécie possivelmente extinta na natureza","sp3252"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3252"
"1.2","Population size, Distribution and Past Trends","Espécie não registrada em nenhum dos mais de 1100 inventários florestais compilados para a Mata Atlântica, portanto sem estimativas de seu tamanho populacional e tendências de declínio. Adicionalmente, a espécie foi registrada em poucas localidades (menos que 10). Provavelmente trata-se de uma espécie que ocorre em baixas densidades na floresta (i.e. espécie rara) ou uma espécie de ocrrência restrita à um tipo de habitat específico e sub-representado nos registros de herbário e inventários florestais compilados","sp3253"
